customer_id,segment,fact_type,condition,expected_answer,model_answer,correct,verdict,context_n_char,context_text
cust_9985,leve,last_entity,hibrido_sob_demanda,ent_37,ent_37,True,correct,442,"## Contexto do cliente: cust_9985
Canais com atividade encontrada: 1 (web)
Resumo de atividade (3 eventos totais): add_to_cart: 1, search: 1, view: 1

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_37 (relevância=0.036): 1 eventos [view], último em ts=1702927400
- ent_59 (relevância=0.024): 1 eventos [search], último em ts=1702190360
- ent_22 (relevância=0.022): 1 eventos [add_to_cart], último em ts=1701439940"
cust_9985,leve,last_entity,sessao_memoria,ent_37,ent_37,True,correct,347,"## Contexto do cliente: cust_9985 (turno 0)
Resumo de atividade (3 eventos totais): add_to_cart: 1, search: 1, view: 1

- ent_37 (relevância=0.082): estado mais recente = view em ts=1702927400
- ent_59 (relevância=0.057): estado mais recente = search em ts=1702190360
- ent_22 (relevância=0.052): estado mais recente = add_to_cart em ts=1701439940"
cust_9985,leve,last_entity,sessao_memoria_sem_clash,ent_37,ent_37,True,correct,281,"## Contexto do cliente: cust_9985 (turno 0)
Resumo de atividade (3 eventos totais): add_to_cart: 1, search: 1, view: 1

- ent_37 (relevância=0.082): view em ts=1702927400
- ent_59 (relevância=0.057): search em ts=1702190360
- ent_22 (relevância=0.052): add_to_cart em ts=1701439940"
cust_1637,leve,last_entity,sem_retrieval,ent_32,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
cust_1637,leve,last_entity,contexto_completo,ent_32,ent_32,True,correct,340,"Histórico completo de eventos do cliente cust_1637 (4 eventos):
- Evento: interação com ent_32 via view em ts=1703318420 (canal=web)
- Evento: interação com ent_30 via view em ts=1702432700 (canal=web)
- Evento: interação com ent_13 via search em ts=1701443930 (canal=web)
- Evento: interação com ent_4 via view em ts=1700714000 (canal=web)"
cust_1637,leve,last_entity,topk_estatico,ent_32,,False,malformed,225,"## Contexto do cliente: cust_1637 (top-3 por frequência)
- ent_4 (1 interações) [view], último em ts=1700714000
- ent_13 (1 interações) [search], último em ts=1701443930
- ent_30 (1 interações) [view], último em ts=1702432700"
cust_1637,leve,last_entity,hibrido_sob_demanda,ent_32,ent_32,True,correct,416,"## Contexto do cliente: cust_1637
Canais com atividade encontrada: 1 (web)
Resumo de atividade (4 eventos totais): view: 3, search: 1

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_32 (relevância=0.030): 1 eventos [view], último em ts=1703318420
- ent_30 (relevância=0.026): 1 eventos [view], último em ts=1702432700
- ent_4 (relevância=0.021): 1 eventos [view], último em ts=1700714000"
cust_1637,leve,last_entity,sessao_memoria,ent_32,ent_32,True,correct,321,"## Contexto do cliente: cust_1637 (turno 0)
Resumo de atividade (4 eventos totais): view: 3, search: 1

- ent_32 (relevância=0.067): estado mais recente = view em ts=1703318420
- ent_30 (relevância=0.056): estado mais recente = view em ts=1702432700
- ent_4 (relevância=0.043): estado mais recente = view em ts=1700714000"
cust_1637,leve,last_entity,sessao_memoria_sem_clash,ent_32,ent_32,True,correct,255,"## Contexto do cliente: cust_1637 (turno 0)
Resumo de atividade (4 eventos totais): view: 3, search: 1

- ent_32 (relevância=0.067): view em ts=1703318420
- ent_30 (relevância=0.056): view em ts=1702432700
- ent_4 (relevância=0.043): view em ts=1700714000"
cust_8575,leve,last_entity,sem_retrieval,ent_14,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
cust_8575,leve,last_entity,contexto_completo,ent_14,ent_14,True,correct,426,"Histórico completo de eventos do cliente cust_8575 (5 eventos):
- Evento: interação com ent_14 via purchase em ts=1703434550 (canal=app)
- Evento: interação com ent_41 via view em ts=1702094270 (canal=app)
- Evento: interação com ent_15 via add_to_cart em ts=1701576410 (canal=app)
- Evento: interação com ent_46 via view em ts=1701518870 (canal=app)
- Evento: interação com ent_15 via add_to_cart em ts=1700715170 (canal=app)"
cust_8575,leve,last_entity,topk_estatico,ent_14,,False,malformed,231,"## Contexto do cliente: cust_8575 (top-3 por frequência)
- ent_15 (2 interações) [add_to_cart], último em ts=1701576410
- ent_46 (1 interações) [view], último em ts=1701518870
- ent_41 (1 interações) [view], último em ts=1702094270"
cust_8575,leve,last_entity,hibrido_sob_demanda,ent_14,ent_14,True,correct,446,"## Contexto do cliente: cust_8575
Canais com atividade encontrada: 1 (app)
Resumo de atividade (5 eventos totais): add_to_cart: 2, view: 2, purchase: 1

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_14 (relevância=0.047): 1 eventos [purchase], último em ts=1703434550
- ent_15 (relevância=0.036): 2 eventos [add_to_cart], último em ts=1701576410
- ent_46 (relevância=0.031): 1 eventos [view], último em ts=1701518870"
cust_8575,leve,last_entity,sessao_memoria,ent_14,ent_14,True,correct,400,"## Contexto do cliente: cust_8575 (turno 0)
Resumo de atividade (5 eventos totais): add_to_cart: 2, view: 2, purchase: 1

- ent_14 (relevância=0.066): estado mais recente = purchase em ts=1703434550
- ent_15 (relevância=0.058): estado mais recente = add_to_cart em ts=1701576410 (havia também interações anteriores registradas)
- ent_41 (relevância=0.044): estado mais recente = view em ts=1702094270"
cust_8575,leve,last_entity,sessao_memoria_sem_clash,ent_14,ent_14,True,correct,315,"## Contexto do cliente: cust_8575 (turno 0)
Resumo de atividade (5 eventos totais): add_to_cart: 2, view: 2, purchase: 1

- ent_14 (relevância=0.066): purchase em ts=1703434550
- ent_15 (relevância=0.058): add_to_cart em ts=1701576410; add_to_cart em ts=1700715170
- ent_41 (relevância=0.044): view em ts=1702094270"
cust_6723,leve,last_entity,sem_retrieval,ent_47,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
cust_6723,leve,last_entity,contexto_completo,ent_47,ent_47,True,correct,426,"Histórico completo de eventos do cliente cust_6723 (5 eventos):
- Evento: interação com ent_47 via add_to_cart em ts=1702948820 (canal=web)
- Evento: interação com ent_30 via search em ts=1702469060 (canal=web)
- Evento: interação com ent_52 via search em ts=1702250330 (canal=web)
- Evento: interação com ent_30 via add_to_cart em ts=1701338210 (canal=app)
- Evento: interação com ent_47 via view em ts=1700716250 (canal=web)"
cust_6723,leve,last_entity,topk_estatico,ent_47,ent_47,True,correct,254,"## Contexto do cliente: cust_6723 (top-3 por frequência)
- ent_47 (2 interações) [add_to_cart, view], último em ts=1702948820
- ent_30 (2 interações) [search, add_to_cart], último em ts=1702469060
- ent_52 (1 interações) [search], último em ts=1702250330"
cust_6723,leve,last_entity,hibrido_sob_demanda,ent_47,ent_47,True,correct,468,"## Contexto do cliente: cust_6723
Canais com atividade encontrada: 2 (app, web)
Resumo de atividade (5 eventos totais): add_to_cart: 2, search: 2, view: 1

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_30 (relevância=0.025): 2 eventos [search, add_to_cart], último em ts=1702469060
- ent_47 (relevância=0.025): 2 eventos [add_to_cart, view], último em ts=1702948820
- ent_52 (relevância=0.018): 1 eventos [search], último em ts=1702250330"
cust_6723,leve,last_entity,sessao_memoria,ent_47,ent_47,True,correct,447,"## Contexto do cliente: cust_6723 (turno 0)
Resumo de atividade (5 eventos totais): add_to_cart: 2, search: 2, view: 1

- ent_30 (relevância=0.078): estado mais recente = search em ts=1702469060 (havia também interações anteriores registradas)
- ent_47 (relevância=0.070): estado mais recente = add_to_cart em ts=1702948820 (havia também interações anteriores registradas)
- ent_52 (relevância=0.049): estado mais recente = search em ts=1702250330"
cust_6723,leve,last_entity,sessao_memoria_sem_clash,ent_47,ent_47,True,correct,336,"## Contexto do cliente: cust_6723 (turno 0)
Resumo de atividade (5 eventos totais): add_to_cart: 2, search: 2, view: 1

- ent_30 (relevância=0.078): search em ts=1702469060; add_to_cart em ts=1701338210
- ent_47 (relevância=0.070): add_to_cart em ts=1702948820; view em ts=1700716250
- ent_52 (relevância=0.049): search em ts=1702250330"
cust_3966,leve,last_entity,sem_retrieval,ent_4,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
cust_3966,leve,last_entity,contexto_completo,ent_4,ent_4,True,correct,345,"Histórico completo de eventos do cliente cust_3966 (4 eventos):
- Evento: interação com ent_4 via view em ts=1703459150 (canal=web)
- Evento: interação com ent_27 via search em ts=1702290710 (canal=web)
- Evento: interação com ent_5 via add_to_cart em ts=1702218530 (canal=web)
- Evento: interação com ent_5 via view em ts=1700716340 (canal=web)"
cust_3966,leve,last_entity,topk_estatico,ent_4,ent_4,True,correct,237,"## Contexto do cliente: cust_3966 (top-3 por frequência)
- ent_5 (2 interações) [add_to_cart, view], último em ts=1702218530
- ent_27 (1 interações) [search], último em ts=1702290710
- ent_4 (1 interações) [view], último em ts=1703459150"
cust_3966,leve,last_entity,hibrido_sob_demanda,ent_4,ent_4,True,correct,446,"## Contexto do cliente: cust_3966
Canais com atividade encontrada: 1 (web)
Resumo de atividade (4 eventos totais): view: 2, add_to_cart: 1, search: 1

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_5 (relevância=0.031): 2 eventos [add_to_cart, view], último em ts=1702218530
- ent_4 (relevância=0.030): 1 eventos [view], último em ts=1703459150
- ent_27 (relevância=0.023): 1 eventos [search], último em ts=1702290710"
cust_3966,leve,last_entity,sessao_memoria,ent_4,ent_4,True,correct,394,"## Contexto do cliente: cust_3966 (turno 0)
Resumo de atividade (4 eventos totais): view: 2, add_to_cart: 1, search: 1

- ent_4 (relevância=0.075): estado mais recente = view em ts=1703459150
- ent_5 (relevância=0.075): estado mais recente = add_to_cart em ts=1702218530 (havia também interações anteriores registradas)
- ent_27 (relevância=0.057): estado mais recente = search em ts=1702290710"
cust_3966,leve,last_entity,sessao_memoria_sem_clash,ent_4,ent_4,True,correct,302,"## Contexto do cliente: cust_3966 (turno 0)
Resumo de atividade (4 eventos totais): view: 2, add_to_cart: 1, search: 1

- ent_4 (relevância=0.075): view em ts=1703459150
- ent_5 (relevância=0.075): add_to_cart em ts=1702218530; view em ts=1700716340
- ent_27 (relevância=0.057): search em ts=1702290710"
cust_3621,leve,last_entity,sem_retrieval,ent_55,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
cust_3621,leve,last_entity,contexto_completo,ent_55,ent_55,True,correct,412,"Histórico completo de eventos do cliente cust_3621 (5 eventos):
- Evento: interação com ent_55 via view em ts=1703526740 (canal=app)
- Evento: interação com ent_30 via view em ts=1703390720 (canal=app)
- Evento: interação com ent_48 via search em ts=1701397790 (canal=app)
- Evento: interação com ent_43 via search em ts=1701272090 (canal=app)
- Evento: interação com ent_33 via view em ts=1700718830 (canal=web)"
cust_3621,leve,last_entity,topk_estatico,ent_55,,False,malformed,228,"## Contexto do cliente: cust_3621 (top-3 por frequência)
- ent_33 (1 interações) [view], último em ts=1700718830
- ent_43 (1 interações) [search], último em ts=1701272090
- ent_48 (1 interações) [search], último em ts=1701397790"
cust_3621,leve,last_entity,hibrido_sob_demanda,ent_55,ent_55,True,correct,422,"## Contexto do cliente: cust_3621
Canais com atividade encontrada: 2 (app, web)
Resumo de atividade (5 eventos totais): view: 3, search: 2

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_33 (relevância=0.022): 1 eventos [view], último em ts=1700718830
- ent_30 (relevância=0.021): 1 eventos [view], último em ts=1703390720
- ent_55 (relevância=0.018): 1 eventos [view], último em ts=1703526740"
cust_3621,leve,last_entity,sessao_memoria,ent_55,ent_55,True,correct,324,"## Contexto do cliente: cust_3621 (turno 0)
Resumo de atividade (5 eventos totais): view: 3, search: 2

- ent_30 (relevância=0.055): estado mais recente = view em ts=1703390720
- ent_55 (relevância=0.053): estado mais recente = view em ts=1703526740
- ent_48 (relevância=0.034): estado mais recente = search em ts=1701397790"
cust_3621,leve,last_entity,sessao_memoria_sem_clash,ent_55,ent_55,True,correct,258,"## Contexto do cliente: cust_3621 (turno 0)
Resumo de atividade (5 eventos totais): view: 3, search: 2

- ent_30 (relevância=0.055): view em ts=1703390720
- ent_55 (relevância=0.053): view em ts=1703526740
- ent_48 (relevância=0.034): search em ts=1701397790"
cust_7772,leve,last_entity,sem_retrieval,ent_32,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
cust_7772,leve,last_entity,contexto_completo,ent_32,ent_32,True,correct,348,"Histórico completo de eventos do cliente cust_7772 (4 eventos):
- Evento: interação com ent_32 via view em ts=1702461080 (canal=web)
- Evento: interação com ent_15 via add_to_cart em ts=1701553040 (canal=web)
- Evento: interação com ent_42 via search em ts=1701356120 (canal=web)
- Evento: interação com ent_32 via view em ts=1700719670 (canal=web)"
cust_7772,leve,last_entity,topk_estatico,ent_32,ent_32,True,correct,233,"## Contexto do cliente: cust_7772 (top-3 por frequência)
- ent_32 (2 interações) [view], último em ts=1702461080
- ent_42 (1 interações) [search], último em ts=1701356120
- ent_15 (1 interações) [add_to_cart], último em ts=1701553040"
cust_7772,leve,last_entity,hibrido_sob_demanda,ent_32,ent_32,True,correct,442,"## Contexto do cliente: cust_7772
Canais com atividade encontrada: 1 (web)
Resumo de atividade (4 eventos totais): view: 2, search: 1, add_to_cart: 1

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_32 (relevância=0.039): 2 eventos [view], último em ts=1702461080
- ent_42 (relevância=0.022): 1 eventos [search], último em ts=1701356120
- ent_15 (relevância=0.020): 1 eventos [add_to_cart], último em ts=1701553040"
cust_7772,leve,last_entity,sessao_memoria,ent_32,ent_32,True,correct,396,"## Contexto do cliente: cust_7772 (turno 0)
Resumo de atividade (4 eventos totais): view: 2, search: 1, add_to_cart: 1

- ent_32 (relevância=0.095): estado mais recente = view em ts=1702461080 (havia também interações anteriores registradas)
- ent_42 (relevância=0.054): estado mais recente = search em ts=1701356120
- ent_15 (relevância=0.049): estado mais recente = add_to_cart em ts=1701553040"
cust_7772,leve,last_entity,sessao_memoria_sem_clash,ent_32,ent_32,True,correct,304,"## Contexto do cliente: cust_7772 (turno 0)
Resumo de atividade (4 eventos totais): view: 2, search: 1, add_to_cart: 1

- ent_32 (relevância=0.095): view em ts=1702461080; view em ts=1700719670
- ent_42 (relevância=0.054): search em ts=1701356120
- ent_15 (relevância=0.049): add_to_cart em ts=1701553040"
cust_1290,leve,last_entity,sem_retrieval,ent_57,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
cust_1290,leve,last_entity,contexto_completo,ent_57,ent_57,True,correct,427,"Histórico completo de eventos do cliente cust_1290 (5 eventos):
- Evento: interação com ent_57 via search em ts=1703156030 (canal=app)
- Evento: interação com ent_51 via search em ts=1702619270 (canal=web)
- Evento: interação com ent_28 via support_ticket em ts=1701760070 (canal=web)
- Evento: interação com ent_25 via search em ts=1701711440 (canal=app)
- Evento: interação com ent_8 via purchase em ts=1700720900 (canal=web)"
cust_1290,leve,last_entity,topk_estatico,ent_57,,False,malformed,239,"## Contexto do cliente: cust_1290 (top-3 por frequência)
- ent_8 (1 interações) [purchase], último em ts=1700720900
- ent_25 (1 interações) [search], último em ts=1701711440
- ent_28 (1 interações) [support_ticket], último em ts=1701760070"
cust_1290,leve,last_entity,hibrido_sob_demanda,ent_57,ent_57,True,correct,459,"## Contexto do cliente: cust_1290
Canais com atividade encontrada: 2 (app, web)
Resumo de atividade (5 eventos totais): search: 3, purchase: 1, support_ticket: 1

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_51 (relevância=0.020): 1 eventos [search], último em ts=1702619270
- ent_28 (relevância=0.019): 1 eventos [support_ticket], último em ts=1701760070
- ent_57 (relevância=0.015): 1 eventos [search], último em ts=1703156030"
cust_1290,leve,last_entity,sessao_memoria,ent_57,ent_57,True,correct,359,"## Contexto do cliente: cust_1290 (turno 0)
Resumo de atividade (5 eventos totais): search: 3, purchase: 1, support_ticket: 1

- ent_57 (relevância=0.050): estado mais recente = search em ts=1703156030
- ent_51 (relevância=0.042): estado mais recente = search em ts=1702619270
- ent_28 (relevância=0.040): estado mais recente = support_ticket em ts=1701760070"
cust_1290,leve,last_entity,sessao_memoria_sem_clash,ent_57,ent_57,True,correct,293,"## Contexto do cliente: cust_1290 (turno 0)
Resumo de atividade (5 eventos totais): search: 3, purchase: 1, support_ticket: 1

- ent_57 (relevância=0.050): search em ts=1703156030
- ent_51 (relevância=0.042): search em ts=1702619270
- ent_28 (relevância=0.040): support_ticket em ts=1701760070"
cust_4853,leve,last_entity,sem_retrieval,ent_30,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
cust_4853,leve,last_entity,contexto_completo,ent_30,ent_30,True,correct,355,"Histórico completo de eventos do cliente cust_4853 (4 eventos):
- Evento: interação com ent_30 via view em ts=1703100830 (canal=app)
- Evento: interação com ent_52 via support_ticket em ts=1702811360 (canal=web)
- Evento: interação com ent_58 via search em ts=1702504550 (canal=app)
- Evento: interação com ent_40 via purchase em ts=1700721920 (canal=app)"
cust_4853,leve,last_entity,topk_estatico,ent_30,,False,malformed,240,"## Contexto do cliente: cust_4853 (top-3 por frequência)
- ent_40 (1 interações) [purchase], último em ts=1700721920
- ent_58 (1 interações) [search], último em ts=1702504550
- ent_52 (1 interações) [support_ticket], último em ts=1702811360"
cust_4853,leve,last_entity,hibrido_sob_demanda,ent_30,ent_30,True,correct,466,"## Contexto do cliente: cust_4853
Canais com atividade encontrada: 2 (app, web)
Resumo de atividade (4 eventos totais): purchase: 1, search: 1, support_ticket: 1, view: 1

### Entidades mais relevantes (ranqueadas por PageRank personalizado)
- ent_52 (relevância=0.036): 1 eventos [support_ticket], último em ts=1702811360
- ent_30 (relevância=0.029): 1 eventos [view], último em ts=1703100830
- ent_58 (relevância=0.026): 1 eventos [search], último em ts=1702504550"
cust_4853,leve,last_entity,sessao_memoria,ent_30,ent_30,True,correct,366,"## Contexto do cliente: cust_4853 (turno 0)
Resumo de atividade (4 eventos totais): purchase: 1, search: 1, support_ticket: 1, view: 1

- ent_30 (relevância=0.061): estado mais recente = view em ts=1703100830
- ent_52 (relevância=0.055): estado mais recente = support_ticket em ts=1702811360
- ent_58 (relevância=0.054): estado mais recente = search em ts=1702504550"
cust_4853,leve,last_entity,sessao_memoria_sem_clash,ent_30,ent_30,True,correct,300,"## Contexto do cliente: cust_4853 (turno 0)
Resumo de atividade (4 eventos totais): purchase: 1, search: 1, support_ticket: 1, view: 1

- ent_30 (relevância=0.061): view em ts=1703100830
- ent_52 (relevância=0.055): support_ticket em ts=1702811360
- ent_58 (relevância=0.054): search em ts=1702504550"
cust_3117,leve,last_entity,sem_retrieval,ent_46,,False,malformed,64,Nenhuma informação adicional sobre este cliente está disponível.
