customer_id,segment,fact_type,condition,expected_answer,model_answer,correct,verdict,context_n_char
cust_257,leve,last_entity,sessao_memoria,ent_56,ent_56,True,correct,409
cust_57,leve,last_entity,sem_retrieval,ent_13,,False,malformed,64
cust_57,leve,last_entity,contexto_completo,ent_13,ent_13,True,correct,416
cust_57,leve,last_entity,topk_estatico,ent_13,,False,malformed,232
cust_57,leve,last_entity,hibrido_sob_demanda,ent_13,ent_13,True,correct,449
cust_57,leve,last_entity,sessao_memoria,ent_13,,False,malformed,348
cust_858,leve,last_entity,sem_retrieval,ent_8,,False,malformed,64
cust_858,leve,last_entity,contexto_completo,ent_8,,False,malformed,133
cust_858,leve,last_entity,topk_estatico,ent_8,,False,malformed,113
cust_858,leve,last_entity,hibrido_sob_demanda,ent_8,,False,malformed,487
cust_858,leve,last_entity,sessao_memoria,ent_8,,False,malformed,388
cust_406,leve,last_entity,sem_retrieval,ent_27,,False,malformed,64
cust_406,leve,last_entity,contexto_completo,ent_27,ent_27,True,correct,416
cust_406,leve,last_entity,topk_estatico,ent_27,,False,malformed,230
cust_406,leve,last_entity,hibrido_sob_demanda,ent_27,ent_27,True,correct,444
cust_406,leve,last_entity,sessao_memoria,ent_27,,False,malformed,346
cust_783,leve,last_entity,sem_retrieval,ent_22,,False,malformed,64
cust_783,leve,last_entity,contexto_completo,ent_22,ent_22,True,correct,276
cust_783,leve,last_entity,topk_estatico,ent_22,ent_22,True,correct,230
cust_783,leve,last_entity,hibrido_sob_demanda,ent_22,,False,malformed,506
cust_783,leve,last_entity,sessao_memoria,ent_22,ent_22,True,correct,333
cust_793,leve,last_entity,sem_retrieval,ent_43,,False,malformed,64
cust_793,leve,last_entity,contexto_completo,ent_43,ent_43,True,correct,433
cust_793,leve,last_entity,topk_estatico,ent_43,ent_43,True,correct,261
cust_793,leve,last_entity,hibrido_sob_demanda,ent_43,,False,malformed,536
cust_793,leve,last_entity,sessao_memoria,ent_43,ent_43,True,correct,401
cust_311,leve,last_entity,sem_retrieval,ent_57,,False,malformed,64
cust_311,leve,last_entity,contexto_completo,ent_57,ent_57,True,correct,409
cust_311,leve,last_entity,topk_estatico,ent_57,,False,malformed,225
cust_311,leve,last_entity,hibrido_sob_demanda,ent_57,,False,malformed,423
cust_311,leve,last_entity,sessao_memoria,ent_57,ent_57,True,correct,323
cust_588,leve,last_entity,sem_retrieval,ent_25,,False,malformed,64
cust_588,leve,last_entity,contexto_completo,ent_25,,False,malformed,494
cust_588,leve,last_entity,topk_estatico,ent_25,,False,malformed,245
cust_588,leve,last_entity,hibrido_sob_demanda,ent_25,,False,malformed,451
cust_588,leve,last_entity,sessao_memoria,ent_25,,False,malformed,375
cust_387,leve,last_entity,sem_retrieval,ent_18,,False,malformed,64
cust_387,leve,last_entity,contexto_completo,ent_18,,False,malformed,270
cust_387,leve,last_entity,topk_estatico,ent_18,,False,malformed,224
cust_387,leve,last_entity,hibrido_sob_demanda,ent_18,,False,malformed,456
cust_387,leve,last_entity,sessao_memoria,ent_18,,False,malformed,322
cust_874,leve,last_entity,sem_retrieval,ent_30,,False,malformed,64
cust_874,leve,last_entity,contexto_completo,ent_30,ent_30,True,correct,280
cust_874,leve,last_entity,topk_estatico,ent_30,ent_30,True,correct,184
cust_874,leve,last_entity,hibrido_sob_demanda,ent_30,ent_30,True,correct,484
cust_874,leve,last_entity,sessao_memoria,ent_30,ent_30,True,correct,403
cust_480,leve,last_entity,sem_retrieval,ent_21,,False,malformed,64
cust_480,leve,last_entity,contexto_completo,ent_21,ent_21,True,correct,419
cust_480,leve,last_entity,topk_estatico,ent_21,ent_21,True,correct,175
cust_480,leve,last_entity,hibrido_sob_demanda,ent_21,ent_21,True,correct,481
cust_480,leve,last_entity,sessao_memoria,ent_21,ent_21,True,correct,389
cust_702,leve,last_entity,sem_retrieval,ent_45,,False,malformed,64
cust_702,leve,last_entity,contexto_completo,ent_45,ent_45,True,correct,271
cust_702,leve,last_entity,topk_estatico,ent_45,ent_45,True,correct,225
cust_702,leve,last_entity,hibrido_sob_demanda,ent_45,ent_45,True,correct,457
cust_702,leve,last_entity,sessao_memoria,ent_45,ent_45,True,correct,323
cust_361,leve,last_entity,sem_retrieval,ent_56,,False,malformed,64
cust_361,leve,last_entity,contexto_completo,ent_56,ent_56,True,correct,428
cust_361,leve,last_entity,topk_estatico,ent_56,ent_56,True,correct,250
cust_361,leve,last_entity,hibrido_sob_demanda,ent_56,,False,malformed,538
cust_361,leve,last_entity,sessao_memoria,ent_56,ent_56,True,correct,369
cust_41,leve,last_entity,sem_retrieval,ent_57,,False,malformed,64
cust_41,leve,last_entity,contexto_completo,ent_57,ent_57,True,correct,574
cust_41,leve,last_entity,topk_estatico,ent_57,ent_57,True,correct,182
cust_41,leve,last_entity,hibrido_sob_demanda,ent_57,,False,malformed,519
cust_41,leve,last_entity,sessao_memoria,ent_57,ent_57,True,correct,417
cust_469,pesado,last_entity,sem_retrieval,ent_16,,False,malformed,64
cust_469,pesado,last_entity,contexto_completo,ent_16,ent_16,True,correct,1560
cust_469,pesado,last_entity,topk_estatico,ent_16,ent_16,True,correct,251
cust_469,pesado,last_entity,hibrido_sob_demanda,ent_16,,False,malformed,473
cust_469,pesado,last_entity,sessao_memoria,ent_16,ent_16,True,correct,470
cust_705,pesado,last_entity,sem_retrieval,ent_21,,False,malformed,64
cust_705,pesado,last_entity,contexto_completo,ent_21,ent_21,True,correct,8355
cust_705,pesado,last_entity,topk_estatico,ent_21,ent_21,True,correct,287
cust_705,pesado,last_entity,hibrido_sob_demanda,ent_21,,False,malformed,550
cust_705,pesado,last_entity,sessao_memoria,ent_21,ent_21,True,correct,470
cust_847,pesado,last_entity,sem_retrieval,ent_39,,False,malformed,64
cust_847,pesado,last_entity,contexto_completo,ent_39,ent_39,True,correct,8781
cust_847,pesado,last_entity,topk_estatico,ent_39,,False,malformed,297
cust_847,pesado,last_entity,hibrido_sob_demanda,ent_39,ent_39,True,correct,550
cust_847,pesado,last_entity,sessao_memoria,ent_39,ent_39,True,correct,475
cust_508,pesado,last_entity,sem_retrieval,ent_27,,False,malformed,64
cust_508,pesado,last_entity,contexto_completo,ent_27,ent_27,True,correct,775
cust_508,pesado,last_entity,topk_estatico,ent_27,,False,malformed,241
cust_508,pesado,last_entity,hibrido_sob_demanda,ent_27,,False,malformed,452
cust_508,pesado,last_entity,sessao_memoria,ent_27,,False,malformed,390
cust_305,pesado,last_entity,sem_retrieval,ent_3,,False,malformed,64
cust_305,pesado,last_entity,contexto_completo,ent_3,ent_3,True,correct,4455
cust_305,pesado,last_entity,topk_estatico,ent_3,,False,malformed,275
cust_305,pesado,last_entity,hibrido_sob_demanda,ent_3,,False,malformed,561
cust_305,pesado,last_entity,sessao_memoria,ent_3,,False,malformed,467
cust_932,pesado,last_entity,sem_retrieval,ent_55,,False,malformed,64
cust_932,pesado,last_entity,contexto_completo,ent_55,ent_55,True,correct,6128
cust_932,pesado,last_entity,topk_estatico,ent_55,ent_55,True,correct,289
cust_932,pesado,last_entity,hibrido_sob_demanda,ent_55,,False,malformed,549
cust_932,pesado,last_entity,sessao_memoria,ent_55,,False,malformed,462
cust_675,pesado,last_entity,sem_retrieval,ent_9,,False,malformed,64
cust_675,pesado,last_entity,contexto_completo,ent_9,ent_9,True,correct,3087
cust_675,pesado,last_entity,topk_estatico,ent_9,,False,malformed,288
cust_675,pesado,last_entity,hibrido_sob_demanda,ent_9,,False,malformed,535
cust_675,pesado,last_entity,sessao_memoria,ent_9,,False,malformed,465
cust_518,pesado,last_entity,sem_retrieval,ent_13,,False,malformed,64
cust_518,pesado,last_entity,contexto_completo,ent_13,ent_13,True,correct,7963
cust_518,pesado,last_entity,topk_estatico,ent_13,,False,malformed,288
cust_518,pesado,last_entity,hibrido_sob_demanda,ent_13,,False,malformed,538
cust_518,pesado,last_entity,sessao_memoria,ent_13,,False,malformed,473
cust_69,pesado,last_entity,sem_retrieval,ent_57,,False,malformed,64
cust_69,pesado,last_entity,contexto_completo,ent_57,ent_57,True,correct,8751
cust_69,pesado,last_entity,topk_estatico,ent_57,ent_57,True,correct,293
cust_69,pesado,last_entity,hibrido_sob_demanda,ent_57,,False,malformed,549
cust_69,pesado,last_entity,sessao_memoria,ent_57,ent_57,True,correct,479
cust_324,pesado,last_entity,sem_retrieval,ent_8,,False,malformed,64
cust_324,pesado,last_entity,contexto_completo,ent_8,ent_8,True,correct,1289
cust_324,pesado,last_entity,topk_estatico,ent_8,ent_8,True,correct,256
cust_324,pesado,last_entity,hibrido_sob_demanda,ent_8,ent_8,True,correct,516
cust_324,pesado,last_entity,sessao_memoria,ent_8,ent_8,True,correct,456
cust_390,pesado,last_entity,sem_retrieval,ent_35,,False,malformed,64
cust_390,pesado,last_entity,contexto_completo,ent_35,ent_35,True,correct,9114
cust_390,pesado,last_entity,topk_estatico,ent_35,,False,malformed,302
cust_390,pesado,last_entity,hibrido_sob_demanda,ent_35,,False,malformed,565
cust_390,pesado,last_entity,sessao_memoria,ent_35,,False,malformed,466
cust_471,pesado,last_entity,sem_retrieval,ent_21,,False,malformed,64
cust_471,pesado,last_entity,contexto_completo,ent_21,ent_21,True,correct,2020
cust_471,pesado,last_entity,topk_estatico,ent_21,,False,malformed,264
cust_471,pesado,last_entity,hibrido_sob_demanda,ent_21,ent_21,True,correct,505
cust_471,pesado,last_entity,sessao_memoria,ent_21,,False,malformed,463
cust_478,pesado,last_entity,sem_retrieval,ent_46,,False,malformed,64
cust_478,pesado,last_entity,contexto_completo,ent_46,ent_46,True,correct,3246
cust_478,pesado,last_entity,topk_estatico,ent_46,,False,malformed,302
cust_478,pesado,last_entity,hibrido_sob_demanda,ent_46,,False,malformed,553
cust_478,pesado,last_entity,sessao_memoria,ent_46,,False,malformed,476
cust_532,pesado,last_entity,sem_retrieval,ent_54,,False,malformed,64
cust_532,pesado,last_entity,contexto_completo,ent_54,ent_54,True,correct,8700
cust_532,pesado,last_entity,topk_estatico,ent_54,,False,malformed,289
cust_532,pesado,last_entity,hibrido_sob_demanda,ent_54,,False,malformed,549
cust_532,pesado,last_entity,sessao_memoria,ent_54,,False,malformed,473
cust_998,pesado,last_entity,sem_retrieval,ent_36,,False,malformed,64
cust_998,pesado,last_entity,contexto_completo,ent_36,ent_36,True,correct,1056
cust_998,pesado,last_entity,topk_estatico,ent_36,ent_36,True,correct,274
cust_998,pesado,last_entity,hibrido_sob_demanda,ent_36,,False,malformed,560
cust_998,pesado,last_entity,sessao_memoria,ent_36,ent_36,True,correct,452
cust_178,pesado,last_entity,sem_retrieval,ent_28,,False,malformed,64
cust_178,pesado,last_entity,contexto_completo,ent_28,ent_28,True,correct,2439
cust_178,pesado,last_entity,topk_estatico,ent_28,ent_28,True,correct,276
cust_178,pesado,last_entity,hibrido_sob_demanda,ent_28,,False,malformed,522
cust_178,pesado,last_entity,sessao_memoria,ent_28,ent_28,True,correct,464
cust_154,pesado,last_entity,sem_retrieval,ent_54,,False,malformed,64
cust_154,pesado,last_entity,contexto_completo,ent_54,ent_54,True,correct,6090
cust_154,pesado,last_entity,topk_estatico,ent_54,,False,malformed,283
cust_154,pesado,last_entity,hibrido_sob_demanda,ent_54,,False,malformed,554
cust_154,pesado,last_entity,sessao_memoria,ent_54,ent_54,True,correct,462
cust_241,pesado,last_entity,sem_retrieval,ent_54,,False,malformed,64
cust_241,pesado,last_entity,contexto_completo,ent_54,ent_54,True,correct,1728
cust_241,pesado,last_entity,topk_estatico,ent_54,,False,malformed,275
cust_241,pesado,last_entity,hibrido_sob_demanda,ent_54,ent_54,True,correct,541
cust_241,pesado,last_entity,sessao_memoria,ent_54,ent_54,True,correct,465
cust_717,pesado,last_entity,sem_retrieval,ent_30,,False,malformed,64
cust_717,pesado,last_entity,contexto_completo,ent_30,ent_30,True,correct,1066
cust_717,pesado,last_entity,topk_estatico,ent_30,,False,malformed,237
cust_717,pesado,last_entity,hibrido_sob_demanda,ent_30,,False,malformed,547
cust_717,pesado,last_entity,sessao_memoria,ent_30,,False,malformed,408
cust_240,pesado,last_entity,sem_retrieval,ent_34,,False,malformed,64
cust_240,pesado,last_entity,contexto_completo,ent_34,ent_34,True,correct,1143
cust_240,pesado,last_entity,topk_estatico,ent_34,ent_34,True,correct,251
cust_240,pesado,last_entity,hibrido_sob_demanda,ent_34,,False,malformed,481
cust_240,pesado,last_entity,sessao_memoria,ent_34,ent_34,True,correct,461
cust_540,pesado,last_entity,sem_retrieval,ent_52,,False,malformed,64
cust_540,pesado,last_entity,contexto_completo,ent_52,ent_52,True,correct,1644
cust_540,pesado,last_entity,topk_estatico,ent_52,,False,malformed,264
cust_540,pesado,last_entity,hibrido_sob_demanda,ent_52,,False,malformed,514
cust_540,pesado,last_entity,sessao_memoria,ent_52,,False,malformed,459
cust_412,pesado,last_entity,sem_retrieval,ent_46,,False,malformed,64
cust_412,pesado,last_entity,contexto_completo,ent_46,ent_46,True,correct,2745
cust_412,pesado,last_entity,topk_estatico,ent_46,,False,malformed,269
cust_412,pesado,last_entity,hibrido_sob_demanda,ent_46,,False,malformed,519
cust_412,pesado,last_entity,sessao_memoria,ent_46,,False,malformed,466
cust_226,pesado,last_entity,sem_retrieval,ent_2,,False,malformed,64
cust_226,pesado,last_entity,contexto_completo,ent_2,ent_2,True,correct,3653
cust_226,pesado,last_entity,topk_estatico,ent_2,ent_2,True,correct,297
cust_226,pesado,last_entity,hibrido_sob_demanda,ent_2,ent_2,True,correct,547
cust_226,pesado,last_entity,sessao_memoria,ent_2,ent_2,True,correct,469
cust_581,pesado,last_entity,sem_retrieval,ent_38,,False,malformed,64
cust_581,pesado,last_entity,contexto_completo,ent_38,ent_38,True,correct,4199
cust_581,pesado,last_entity,topk_estatico,ent_38,,False,malformed,291
cust_581,pesado,last_entity,hibrido_sob_demanda,ent_38,,False,malformed,522
cust_581,pesado,last_entity,sessao_memoria,ent_38,,False,malformed,464
cust_140,pesado,last_entity,sem_retrieval,ent_46,,False,malformed,64
cust_140,pesado,last_entity,contexto_completo,ent_46,ent_46,True,correct,3205
cust_140,pesado,last_entity,topk_estatico,ent_46,,False,malformed,268
cust_140,pesado,last_entity,hibrido_sob_demanda,ent_46,,False,malformed,519
cust_140,pesado,last_entity,sessao_memoria,ent_46,,False,malformed,458
cust_50,pesado,last_entity,sem_retrieval,ent_29,,False,malformed,64
cust_50,pesado,last_entity,contexto_completo,ent_29,ent_29,True,correct,3111
cust_50,pesado,last_entity,topk_estatico,ent_29,,False,malformed,299
cust_50,pesado,last_entity,hibrido_sob_demanda,ent_29,,False,malformed,516
cust_50,pesado,last_entity,sessao_memoria,ent_29,,False,malformed,481
cust_843,pesado,last_entity,sem_retrieval,ent_41,,False,malformed,64
cust_843,pesado,last_entity,contexto_completo,ent_41,ent_41,True,correct,1595
cust_843,pesado,last_entity,topk_estatico,ent_41,,False,malformed,272
cust_843,pesado,last_entity,hibrido_sob_demanda,ent_41,,False,malformed,497
cust_843,pesado,last_entity,sessao_memoria,ent_41,ent_41,True,correct,461
cust_182,pesado,last_entity,sem_retrieval,ent_44,,False,malformed,64
cust_182,pesado,last_entity,contexto_completo,ent_44,ent_44,True,correct,2443
cust_182,pesado,last_entity,topk_estatico,ent_44,,False,malformed,289
cust_182,pesado,last_entity,hibrido_sob_demanda,ent_44,,False,malformed,530
cust_182,pesado,last_entity,sessao_memoria,ent_44,,False,malformed,459
cust_575,pesado,last_entity,sem_retrieval,ent_0,,False,malformed,64
cust_575,pesado,last_entity,contexto_completo,ent_0,,False,malformed,2045
cust_575,pesado,last_entity,topk_estatico,ent_0,,False,malformed,244
cust_575,pesado,last_entity,hibrido_sob_demanda,ent_0,,False,malformed,490
cust_575,pesado,last_entity,sessao_memoria,ent_0,,False,malformed,462
cust_498,pesado,last_entity,sem_retrieval,ent_34,,False,malformed,64
cust_498,pesado,last_entity,contexto_completo,ent_34,ent_34,True,correct,4482
cust_498,pesado,last_entity,topk_estatico,ent_34,ent_34,True,correct,288
cust_498,pesado,last_entity,hibrido_sob_demanda,ent_34,,False,malformed,525
cust_498,pesado,last_entity,sessao_memoria,ent_34,ent_34,True,correct,473
cust_418,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_418,leve,support_ticket_count,contexto_completo,1,1,True,correct,698
cust_418,leve,support_ticket_count,topk_estatico,1,1,True,correct,234
cust_418,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,481
cust_418,leve,support_ticket_count,sessao_memoria,1,1,True,correct,371
cust_529,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_529,leve,support_ticket_count,contexto_completo,1,1,True,correct,730
cust_529,leve,support_ticket_count,topk_estatico,1,1,True,correct,246
cust_529,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,472
cust_529,leve,support_ticket_count,sessao_memoria,1,1,True,correct,401
cust_683,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_683,leve,support_ticket_count,contexto_completo,1,1,True,correct,131
cust_683,leve,support_ticket_count,topk_estatico,1,1,True,correct,111
cust_683,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,522
cust_683,leve,support_ticket_count,sessao_memoria,1,1,True,correct,384
cust_157,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_157,leve,support_ticket_count,contexto_completo,1,1,True,correct,417
cust_157,leve,support_ticket_count,topk_estatico,1,1,True,correct,226
cust_157,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,442
cust_157,leve,support_ticket_count,sessao_memoria,1,1,True,correct,339
cust_419,leve,support_ticket_count,sem_retrieval,2,,False,malformed,64
cust_419,leve,support_ticket_count,contexto_completo,2,2,True,correct,584
cust_419,leve,support_ticket_count,topk_estatico,2,2,True,correct,253
cust_419,leve,support_ticket_count,hibrido_sob_demanda,2,2,True,correct,517
cust_419,leve,support_ticket_count,sessao_memoria,2,2,True,correct,398
cust_981,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_981,leve,support_ticket_count,contexto_completo,1,1,True,correct,715
cust_981,leve,support_ticket_count,topk_estatico,1,1,True,correct,248
cust_981,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,498
cust_981,leve,support_ticket_count,sessao_memoria,1,1,True,correct,404
cust_403,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_403,leve,support_ticket_count,contexto_completo,1,1,True,correct,725
cust_403,leve,support_ticket_count,topk_estatico,1,1,True,correct,251
cust_403,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,484
cust_403,leve,support_ticket_count,sessao_memoria,1,1,True,correct,457
cust_322,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_322,leve,support_ticket_count,contexto_completo,1,1,True,correct,725
cust_322,leve,support_ticket_count,topk_estatico,1,1,True,correct,246
cust_322,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,472
cust_322,leve,support_ticket_count,sessao_memoria,1,1,True,correct,428
cust_805,leve,support_ticket_count,sem_retrieval,2,,False,malformed,64
cust_805,leve,support_ticket_count,contexto_completo,2,2,True,correct,728
cust_805,leve,support_ticket_count,topk_estatico,2,2,True,correct,257
cust_805,leve,support_ticket_count,hibrido_sob_demanda,2,2,True,correct,514
cust_805,leve,support_ticket_count,sessao_memoria,2,2,True,correct,464
cust_658,leve,support_ticket_count,sem_retrieval,2,,False,malformed,64
cust_658,leve,support_ticket_count,contexto_completo,2,2,True,correct,711
cust_658,leve,support_ticket_count,topk_estatico,2,2,True,correct,241
cust_658,leve,support_ticket_count,hibrido_sob_demanda,2,2,True,correct,474
cust_658,leve,support_ticket_count,sessao_memoria,2,2,True,correct,414
cust_384,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_384,leve,support_ticket_count,contexto_completo,1,1,True,correct,718
cust_384,leve,support_ticket_count,topk_estatico,1,1,True,correct,249
cust_384,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,536
cust_384,leve,support_ticket_count,sessao_memoria,1,1,True,correct,433
cust_91,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_91,leve,support_ticket_count,contexto_completo,1,1,True,correct,710
cust_91,leve,support_ticket_count,topk_estatico,1,1,True,correct,253
cust_91,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,478
cust_91,leve,support_ticket_count,sessao_memoria,1,1,True,correct,388
cust_920,leve,support_ticket_count,sem_retrieval,3,,False,malformed,64
cust_920,leve,support_ticket_count,contexto_completo,3,3,True,correct,722
cust_920,leve,support_ticket_count,topk_estatico,3,3,True,correct,245
cust_920,leve,support_ticket_count,hibrido_sob_demanda,3,3,True,correct,497
cust_920,leve,support_ticket_count,sessao_memoria,3,3,True,correct,373
cust_28,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_28,leve,support_ticket_count,contexto_completo,1,1,True,correct,497
cust_28,leve,support_ticket_count,topk_estatico,1,1,True,correct,246
cust_28,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,504
cust_28,leve,support_ticket_count,sessao_memoria,1,1,True,correct,424
cust_627,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_627,leve,support_ticket_count,contexto_completo,1,1,True,correct,209
cust_627,leve,support_ticket_count,topk_estatico,1,1,True,correct,176
cust_627,leve,support_ticket_count,hibrido_sob_demanda,1,1,True,correct,508
cust_627,leve,support_ticket_count,sessao_memoria,1,1,True,correct,374
cust_0,leve,support_ticket_count,sem_retrieval,1,,False,malformed,64
cust_0,leve,support_ticket_count,contexto_completo,1,1,True,correct,352
